-0.0270,0.0233
0.0098,0.0233
0.0417,0.0233
0.0800,0.0233
0.1184,0.0233
0.1595,0.0233
0.1896,0.0244
0.2297,0.0348
0.2702,0.0449
0.3078,0.0602
0.3394,0.0775
0.3797,0.1114
0.4198,0.1462
0.4500,0.1835
0.4894,0.2327
0.5300,0.2966
0.5699,0.3705
0.6005,0.4246
0.6400,0.5071
0.6804,0.6095
0.7112,0.6855
0.7497,0.7973
0.7904,0.9320
0.8306,1.0672
0.8594,1.1840
0.8991,1.3382
0.9392,1.4921
0.9797,1.6514
1.0095,1.7421
1.0494,1.8452
1.0917,1.9210
1.1202,1.9531
1.1598,1.9892
1.2001,2.0058
1.2403,2.0222
1.2699,2.0342
1.3109,2.0348
1.3478,2.0479
1.3917,2.0479
1.4191,2.0479
1.4602,2.0479
1.5002,2.0593
1.5304,2.0593
1.5715,2.0593
1.6087,2.0707
1.6498,2.0707
1.6800,2.0707
1.7183,2.0707
1.7622,2.0707
1.8006,2.0707
1.8280,2.0707
1.8707,2.0821
1.9091,2.0821
1.9420,2.0821
1.9804,2.0821
2.0187,2.0821
2.0599,2.0821
2.0900,2.0821
2.1284,2.0821
2.1722,2.0821
2.1997,2.0821
2.2380,2.0821
2.2819,2.0821
2.3203,2.0821
2.3501,2.0853
2.3904,2.0936
2.4288,2.0936
2.4699,2.0936
2.5000,2.0936
2.5391,2.0936
