-0.0186,0.0233
0.0201,0.0233
0.0508,0.0233
0.0900,0.0348
0.1300,0.0422
0.1712,0.0589
0.1996,0.0709
0.2403,0.0914
0.2798,0.1192
0.3109,0.1356
0.3499,0.1787
0.3900,0.2129
0.4292,0.2554
0.4602,0.2825
0.4998,0.3363
0.5400,0.3768
0.5704,0.4065
0.6094,0.4516
0.6496,0.5035
0.6794,0.5282
0.7199,0.5727
0.7601,0.6063
0.8005,0.6513
0.8299,0.6770
0.8701,0.7354
0.9103,0.7825
0.9396,0.8090
0.9806,0.8602
1.0202,0.9093
1.0594,0.9465
1.0896,0.9837
1.1303,1.0355
1.1702,1.0841
1.2002,1.1215
1.2399,1.1707
1.2805,1.2094
1.3201,1.2587
1.3504,1.2956
1.3912,1.3398
1.4304,1.3765
1.4603,1.4008
1.5001,1.4472
1.5395,1.4842
1.5797,1.5174
1.6109,1.5439
1.6497,1.5754
1.6900,1.6085
1.7196,1.6340
1.7600,1.6667
1.8003,1.6995
1.8392,1.7432
1.8701,1.7700
1.9103,1.8033
1.9501,1.8577
1.9795,1.8894
2.0198,1.9224
2.0599,1.9564
2.0898,1.9806
2.1302,2.0021
2.1698,2.0287
2.2108,2.0468
2.2398,2.0479
2.2809,2.0576
2.3195,2.0593
2.3486,2.0593
2.3894,2.0703
2.4314,2.0707
2.4702,2.0707
2.4995,2.0807
2.5391,2.0821
