0.9695,0.0736
1.0036,0.0756
1.0201,0.0773
1.0459,0.0801
1.0716,0.0831
1.0971,0.0857
1.1298,0.0881
1.1492,0.0889
1.1824,0.0912
1.1998,0.0929
1.2301,0.0969
1.2603,0.1024
1.2779,0.1063
1.3118,0.1162
1.3380,0.1265
1.3629,0.1387
1.3882,0.1546
1.4104,0.1708
1.4398,0.2001
1.4698,0.2388
1.4914,0.2729
1.5184,0.3213
1.5426,0.3683
1.5685,0.4170
1.6027,0.4810
1.6201,0.5158
1.6499,0.5736
1.6715,0.6151
1.6966,0.6660
1.7323,0.7331
1.7477,0.7653
1.7822,0.8326
1.7994,0.8673
1.8294,0.9264
1.8594,0.9845
1.8767,1.0165
1.9117,1.0840
1.9369,1.1329
1.9624,1.1808
1.9879,1.2267
2.0096,1.2653
2.0391,1.3136
2.0736,1.3688
2.0910,1.3939
2.1161,1.4313
2.1429,1.4670
2.1678,1.5008
2.2020,1.5434
2.2188,1.5625
2.2502,1.5965
2.2709,1.6183
2.2966,1.6432
2.3308,1.6739
2.3479,1.6893
2.3822,1.7151
2.3986,1.7266
2.4335,1.7492
2.4595,1.7646
2.4805,1.7753
2.5102,1.7890
2.5401,1.8007
2.5621,1.8081
2.5880,1.8151
2.6094,1.8200
2.6388,1.8249
2.6697,1.8280
2.6898,1.8289
2.7283,1.8291
2.7566,1.8291
2.7991,1.8291
