0.0076,0.1071
0.0426,0.1064
0.0598,0.1058
0.0934,0.1047
0.1091,0.1043
0.1436,0.1036
0.1603,0.1036
0.1997,0.1053
0.2201,0.1069
0.2494,0.1102
0.2701,0.1132
0.2985,0.1186
0.3193,0.1235
0.3483,0.1321
0.3728,0.1420
0.3972,0.1535
0.4221,0.1689
0.4469,0.1882
0.4717,0.2122
0.5009,0.2494
0.5215,0.2819
0.5505,0.3356
0.5716,0.3753
0.6000,0.4311
0.6205,0.4707
0.6493,0.5272
0.6698,0.5681
0.7032,0.6372
0.7195,0.6681
0.7528,0.7369
0.7680,0.7670
0.8021,0.8381
0.8195,0.8735
0.8503,0.9356
0.8694,0.9759
0.8991,1.0340
0.9170,1.0697
0.9505,1.1383
0.9714,1.1752
1.0001,1.2310
1.0169,1.2623
1.0494,1.3252
1.0701,1.3624
1.0993,1.4147
1.1193,1.4503
1.1490,1.5001
1.1738,1.5395
1.1985,1.5766
1.2235,1.6130
1.2474,1.6457
1.2724,1.6769
1.2977,1.7088
1.3213,1.7397
1.3507,1.7752
1.3711,1.7998
1.4003,1.8314
1.4207,1.8516
1.4498,1.8779
1.4704,1.8945
1.4990,1.9135
1.5200,1.9250
1.5531,1.9391
1.5695,1.9446
1.6022,1.9526
1.6188,1.9554
1.6521,1.9589
1.6687,1.9599
1.7701,1.9618
1.8597,1.9636
1.9942,1.9631
