-0.0270,0.0004
0.0098,0.0004
0.0398,0.0004
0.0805,0.0119
0.1196,0.0119
0.1592,0.0224
0.1894,0.0347
0.2298,0.0513
0.2702,0.0678
0.3098,0.1004
0.3406,0.1254
0.3802,0.1576
0.4197,0.2028
0.4499,0.2304
0.4907,0.2895
0.5294,0.3305
0.5697,0.3667
0.5996,0.4020
0.6393,0.4477
0.6798,0.4903
0.7100,0.5358
0.7502,0.5798
0.7903,0.6238
0.8305,0.6741
0.8601,0.7107
0.9004,0.7609
0.9408,0.8105
0.9797,0.8592
1.0098,0.9170
1.0501,0.9671
1.0905,1.0274
1.1197,1.0650
1.1596,1.1267
1.2001,1.1761
1.2400,1.2379
1.2690,1.2761
1.3104,1.3444
1.3497,1.3973
1.3908,1.4663
1.4198,1.5046
1.4591,1.5679
1.5005,1.6362
1.5298,1.6844
1.5711,1.7530
1.6092,1.8090
1.6493,1.8701
1.6801,1.9086
1.7196,1.9416
1.7591,1.9745
1.8003,1.9966
1.8303,2.0164
1.8696,2.0233
1.9101,2.0378
1.9413,2.0479
1.9794,2.0479
2.0196,2.0593
2.0597,2.0479
2.0899,2.0479
2.1294,2.0493
2.1697,2.0593
2.1993,2.0707
2.2406,2.0707
2.2807,2.0821
2.3189,2.0821
2.3506,2.0821
2.3887,2.0821
2.4300,2.0821
2.4709,2.0779
2.4997,2.0707
2.5352,2.0707
