0.7778,0.0975
0.8102,0.1047
0.8316,0.1112
0.8579,0.1199
0.8925,0.1323
0.9095,0.1386
0.9433,0.1522
0.9688,0.1634
0.9904,0.1733
1.0206,0.1881
1.0504,0.2045
1.0720,0.2173
1.0973,0.2337
1.1313,0.2582
1.1566,0.2789
1.1837,0.3036
1.2077,0.3305
1.2431,0.3717
1.2604,0.3915
1.2893,0.4293
1.3203,0.4678
1.3370,0.4891
1.3708,0.5337
1.4010,0.5719
1.4241,0.6024
1.4491,0.6335
1.4835,0.6792
1.5001,0.7024
1.5297,0.7436
1.5592,0.7831
1.5767,0.8072
1.6108,0.8536
1.6368,0.8903
1.6620,0.9248
1.6878,0.9595
1.7224,1.0064
1.7480,1.0434
1.7699,1.0728
1.7993,1.1141
1.8333,1.1600
1.8505,1.1838
1.8772,1.2215
1.9118,1.2701
1.9279,1.2950
1.9624,1.3420
1.9882,1.3769
2.0101,1.4086
2.0400,1.4522
2.0697,1.4919
2.0911,1.5214
2.1209,1.5607
2.1504,1.5955
2.1676,1.6154
2.2022,1.6512
2.2280,1.6755
2.2496,1.6929
2.2801,1.7155
2.3134,1.7364
2.3396,1.7505
2.3598,1.7602
2.3905,1.7730
2.4167,1.7824
2.4422,1.7910
2.4672,1.7981
2.5025,1.8066
2.5197,1.8105
2.5527,1.8170
2.5787,1.8215
2.6005,1.8250
2.6290,1.8292
