0.0900,0.1019
0.1089,0.1026
0.1421,0.1065
0.1582,0.1094
0.1792,0.1141
0.2079,0.1219
0.2328,0.1301
0.2485,0.1360
0.2821,0.1500
0.2988,0.1578
0.3194,0.1688
0.3486,0.1857
0.3690,0.1993
0.3894,0.2136
0.4225,0.2399
0.4387,0.2543
0.4595,0.2746
0.4883,0.3059
0.5134,0.3371
0.5299,0.3603
0.5634,0.4140
0.5794,0.4395
0.6002,0.4750
0.6296,0.5246
0.6493,0.5593
0.6704,0.5954
0.7034,0.6538
0.7191,0.6841
0.7404,0.7200
0.7693,0.7757
0.7899,0.8111
0.8098,0.8465
0.8392,0.8983
0.8596,0.9323
0.8805,0.9677
0.9084,1.0143
0.9293,1.0474
0.9500,1.0800
0.9790,1.1245
1.0004,1.1577
1.0203,1.1874
1.0498,1.2319
1.0701,1.2615
1.0898,1.2899
1.1241,1.3394
1.1392,1.3628
1.1573,1.3871
1.1901,1.4345
1.2099,1.4638
1.2316,1.4938
1.2636,1.5405
1.2815,1.5632
1.2970,1.5863
1.3299,1.6330
1.3505,1.6599
1.3715,1.6892
1.4001,1.7270
1.4212,1.7540
1.4372,1.7725
1.4708,1.8071
1.4907,1.8254
1.5114,1.8420
1.5405,1.8631
1.5607,1.8770
1.5776,1.8875
1.6105,1.9083
1.6306,1.9199
1.6515,1.9320
1.6775,1.9470
1.6980,1.9468
