0.0308,0.1114
0.0594,0.1207
0.0800,0.1301
0.1086,0.1449
0.1425,0.1636
0.1577,0.1725
0.1905,0.1924
0.2211,0.2121
0.2407,0.2255
0.2701,0.2455
0.2986,0.2656
0.3188,0.2818
0.3479,0.3041
0.3802,0.3307
0.3978,0.3443
0.4309,0.3727
0.4600,0.3982
0.4802,0.4173
0.5146,0.4394
0.5357,0.4910
0.5615,0.4924
0.5964,0.5446
0.6269,0.5940
0.6535,0.6103
0.6971,0.6591
0.7364,0.7045
0.7626,0.7342
0.8010,0.7782
0.8371,0.8191
0.8609,0.8464
0.8952,0.8854
0.9278,0.9227
0.9496,0.9476
0.9796,0.9822
1.0092,1.0163
1.0297,1.0476
1.0596,1.0744
1.0907,1.1099
1.1105,1.1333
1.1383,1.1662
1.1736,1.2048
1.1895,1.2259
1.2217,1.2609
1.2467,1.2910
1.2730,1.3225
1.2972,1.3520
1.3308,1.3918
1.3458,1.4093
1.3792,1.4498
1.4087,1.4847
1.4280,1.5084
1.4624,1.5499
1.4865,1.5789
1.5116,1.6087
1.5405,1.6432
1.5691,1.6764
1.5901,1.7008
1.6182,1.7332
1.6509,1.7711
1.6685,1.7885
1.7011,1.8201
1.7297,1.8443
1.7514,1.8604
1.7834,1.8831
1.8086,1.8979
1.8291,1.9096
1.8582,1.9243
1.8914,1.9389
1.9079,1.9452
1.9390,1.9546
